Time	Unique mission ID
2017-08-17 19:48:25 PDT	83
2017-08-17 20:00:54 PDT	84
2017-08-17 20:08:35 PDT	85
2017-08-17 20:27:11 PDT	86
2017-11-17 21:00:35 PST	87
2017-11-17 21:15:41 PST	88
2017-11-17 23:45:56 PST	89
2017-11-18 00:02:16 PST	90
2017-11-18 00:38:39 PST	91
2017-11-18 00:43:13 PST	92
2017-12-09 19:36:33 PST	93
2017-12-09 19:43:02 PST	94
2017-12-09 19:48:59 PST	95
2017-12-09 19:53:30 PST	96
2017-12-09 19:57:57 PST	97
2017-12-09 20:02:39 PST	98
2017-12-31 03:10:20 PST	99
2017-12-31 03:16:08 PST	100
2017-12-31 03:29:55 PST	101
2017-12-31 03:32:33 PST	102
2017-12-31 03:37:58 PST	103
2017-12-31 03:46:22 PST	104
2018-01-06 18:22:52 PST	105
2018-01-06 18:40:33 PST	106
2018-01-06 19:17:23 PST	107
2018-01-06 19:33:06 PST	108
2018-01-06 21:01:38 PST	109
2018-01-06 21:10:39 PST	110
2018-03-25 04:17:17 PDT	111
2018-03-25 04:22:34 PDT	112
2018-03-25 04:27:24 PDT	113
2018-03-25 04:31:30 PDT	114
2018-03-25 04:41:53 PDT	115
2018-03-25 04:48:41 PDT	116
2018-03-29 01:38:16 PDT	117
2018-03-29 01:43:09 PDT	118
2018-03-29 01:48:01 PDT	119
2018-03-29 01:52:39 PDT	120
2018-03-29 01:56:12 PDT	121
2018-03-29 02:01:08 PDT	122
2018-04-01 04:03:41 PDT	123
2018-04-01 04:12:18 PDT	124
2018-04-01 04:18:58 PDT	125
2018-04-01 04:22:24 PDT	126
2018-04-01 04:30:52 PDT	127
2018-04-01 04:35:28 PDT	128
2018-05-25 05:55:03 PDT	129
2018-05-25 06:02:34 PDT	130
2018-05-25 06:08:43 PDT	131
2018-05-25 06:16:52 PDT	132
2018-05-25 06:22:15 PDT	133
2018-05-25 06:40:35 PDT	134
2018-06-11 04:20:37 PDT	135
2018-06-11 04:28:57 PDT	136
2018-06-11 04:34:38 PDT	137
2018-06-11 04:42:10 PDT	138
2018-06-11 04:49:58 PDT	139
2018-06-11 04:52:06 PDT	140
2018-06-11 05:03:01 PDT	141
2018-06-11 05:05:09 PDT	142
2018-06-11 05:08:12 PDT	143
2018-06-11 05:16:53 PDT	144
2018-06-11 05:21:51 PDT	145
2018-06-11 05:27:36 PDT	146
2018-07-10 12:11:21 PDT	147
2018-07-10 12:16:17 PDT	148
2018-07-10 12:20:47 PDT	149
2018-07-10 12:26:24 PDT	150
2018-07-10 12:31:41 PDT	151
2018-07-10 12:41:14 PDT	152
2018-07-10 12:52:14 PDT	153
2018-07-10 12:53:54 PDT	154
2018-07-10 12:58:15 PDT	155
2018-07-10 13:02:14 PDT	156
2018-07-10 13:06:24 PDT	157
2018-07-10 13:09:14 PDT	158
2018-07-24 06:33:13 PDT	159
2018-07-24 06:54:44 PDT	160
2018-07-24 06:58:37 PDT	161
2018-07-24 07:06:00 PDT	162
2018-07-24 07:09:25 PDT	163
2018-07-24 07:17:46 PDT	164
2018-07-24 07:20:46 PDT	165
2018-07-24 07:31:29 PDT	166
2018-07-24 07:38:21 PDT	167
2018-07-24 07:44:50 PDT	168
2018-07-24 07:48:10 PDT	169
2018-07-24 07:53:41 PDT	170
2018-07-24 08:02:29 PDT	171
2018-07-24 08:08:32 PDT	172
2018-07-24 08:12:49 PDT	173
2018-07-24 08:21:12 PDT	174
2018-07-24 08:30:31 PDT	175
2018-07-24 08:39:10 PDT	176
2018-07-28 07:38:10 PDT	177
2018-07-28 07:48:48 PDT	178
2018-07-28 07:55:14 PDT	179
2018-07-28 08:22:10 PDT	180
2018-07-28 08:29:47 PDT	181
2018-07-28 08:42:31 PDT	182
2018-07-28 08:49:21 PDT	183
2018-07-28 08:53:49 PDT	184
2018-07-28 09:03:14 PDT	185
2018-07-28 09:07:55 PDT	186
2018-07-28 09:13:59 PDT	187
2018-07-28 09:27:49 PDT	188
2018-07-29 06:23:48 PDT	189
2018-07-29 06:36:29 PDT	190
2018-07-29 06:41:58 PDT	191
2018-07-29 06:52:58 PDT	192
2018-07-29 07:03:59 PDT	193
2018-07-29 07:11:19 PDT	194
2018-10-03 19:17:11 PDT	195
2018-10-03 19:43:45 PDT	196
2018-10-03 19:57:51 PDT	197
2018-10-03 20:06:50 PDT	198
2018-10-03 21:32:37 PDT	199
2018-10-03 21:44:58 PDT	200
2018-10-03 21:55:42 PDT	201
2018-10-03 22:05:32 PDT	202
2018-10-03 22:58:44 PDT	203
2018-10-03 23:05:21 PDT	204
2018-10-03 23:13:40 PDT	205
2018-10-03 23:20:23 PDT	206
2018-10-03 23:30:11 PDT	207
2018-10-03 23:36:29 PDT	208
2018-10-03 23:41:33 PDT	209
2018-10-03 23:48:27 PDT	210
2018-10-03 23:53:12 PDT	211
2018-10-03 23:55:02 PDT	212
